"X","Name","Artist","RiaaStatus","Label"
1949,"Obsessed","Mariah Carey","1x Platinum","Mercury"
1950,"when the Stars Go Blue","Tim Mcgraw","Gold","Curb"
1951,"Live Like you Were Dying","Tim Mcgraw","1x Platinum","Curb"
1952,"Cleaning this Gun","Rodney Atkins","Gold","Curb"
1953,"Fire Burning","Sean Kingston","2x Multi-Platinum","Epic"
1954,"Hotel Room Service","Pitbull","1x Platinum","Pologrounds/j"
1955,"21 Guns","Green Day","1x Platinum","Reprise"
1956,"Love Don't Live Here","Lady Antebellum","Gold","Capitol Nashville"
1957,"i Know you Want Me (Calle Ocho)","Pitbull","2x Multi-Platinum","Ultra Records"
1958,"i Hope you Dance","Lee Ann Womack","1x Platinum","Mca Nashville"
1959,"Heaven","Dj Sammy","Gold","Robbins Entertainment"
1960,"What Hurts the Most","Cascada","Gold","Robbins Entertainment"
1961,"If i Were a Boy","Beyonce","2x Multi-Platinum","Music World / Columbia"
1962,"Should've Said No","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1963,"Tim Mcgraw","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1964,"Love Story","Taylor Swift","1x Platinum","Big Machine Records, Inc."
1965,"Save the Last Dance for Me","Michael Buble","Gold","Reprise"
1966,"4ever","The Veronicas","Gold","Sire"
1967,"Stay with you","Goo Goo Dolls","Gold","Warner Bros."
1968,"Breathe","Faith Hill","Gold","Warner Bros. Nashville"
1969,"you Raise Me Up","Josh Groban","1x Platinum","Reprise"
1970,"Bat Country","Avenged Sevenfold","Gold","Warner Bros."
1971,"Headstrong","Trapt","1x Platinum","Warner Bros."
1972,"No One","Alicia Keys","3x Multi-Platinum","j Records"
1973,"Electric Feel","Mgmt","Gold","Columbia"
1974,"Human","The Killers","1x Platinum","Mercury"
1975,"Ego","Beyonce","Gold","Music World / Columbia"
1976,"Bad Day","Daniel Powter","3x Multi-Platinum","Warner Bros."
1977,"Down with the Sickness","Disturbed","1x Platinum","Giant"
1978,"Everything","Michael Buble","1x Platinum","Reprise"
1979,"Home","Michael Buble","1x Platinum","Reprise"
1980,"She's Country","Jason Aldean","Gold","Broken Bow"
1981,"Thriller","Michael Jackson","Gold","Epic/Legacy"
1982,"Beat it","Michael Jackson","Gold","Epic/Legacy"
1983,"Billie Jean","Michael Jackson","Gold","Epic/Legacy"
1984,"Whatever you Like","Ti.","3x Multi-Platinum","Grand Hustle"
1985,"You're Beautiful","James Blunt","1x Platinum","Atlantic"
1986,"all Summer Long","Kid Rock","Gold","Top Dog"
1987,"Chicken Fried","Zac Brown Band","Gold","Atlantic"
1988,"I'm Yours","Jason Mraz","Gold","Atlantic"
1989,"Right Round","Flo Rida","Gold","Poe Boy / Atlantic"
1990,"Addicted","Saving Abel","1x Platinum","Virgin"
1991,"Handlebars","Flobots","1x Platinum","Universal Records"
1992,"Sex on Fire","Kings of Leon","1x Platinum","Rca"
1993,"Goodbye","Kristinia Debarge","Gold","Mercury"
1994,"Just Got Started Lovin' you","James Otto","Gold","Warner Bros. Nashville"
1995,"Lollipop","Framing Hanley","Gold","Silent Majority Group / Independent Label Group"
1996,"Sweet Thing","Keith Urban","Gold","Capitol Nashville"
1997,"Use Somebody","Kings of Leon","1x Platinum","Rca"
1998,"That's not My Name","The Ting Tings","1x Platinum","Columbia"
1999,"Know your Enemy","Green Day","Gold","Reprise"
2000,"Inside the Fire","Disturbed","Gold","Reprise"
2001,"Time to Pretend","Mgmt","Gold","Columbia"
2002,"Sugar","Flo Rida","1x Platinum","Poe Boy / Atlantic"
2003,"Tonight i Wanna Cry","Keith Urban","Gold","Capitol Nashville"
2004,"Stupid Boy","Keith Urban","Gold","Capitol Nashville"
2005,"Fake it","Seether","1x Platinum","Wind-Up Records"
2006,"Halo","Beyonce","Gold","Music World / Columbia"
2007,"Red High Heels","Kellie Pickler","Gold","Bna Records Label"
2008,"Never Would Have Made it","Marvin Sapp","1x Platinum","Verity"
2009,"Blame it","Jamie Foxx","1x Platinum","j Records"
2010,"She Got it","2 Pistols","1x Platinum","Universal Motown"
2011,"Pop Bottles","Birdman","1x Platinum","Universal Motown"
2012,"Medley: Summer Love/Set the Mood (Prelude)","Justin Timberlake","Gold","Jive"
2013,"u Got it Bad","Usher","Gold","Laface"
2014,"The Great Escape","Boys Like Girls","Gold","Columbia"
2015,"Beautiful Liar","Beyonce","Gold","Columbia"
2016,"Not Ready to Make Nice","Dixie Chicks","Gold","Columbia"
2017,"Animal i Have Become","Three Days Grace","Gold","Jive"
2018,"It's not My Time","3 Doors Down","1x Platinum","Universal Records"
2019,"Mr. Brightside","The Killers","2x Multi-Platinum","Island Records"
2020,"Realize","Colbie Caillat","1x Platinum","Universal Records"
2021,"Grace Kelly","Mika","Gold","Universal Records"
2022,"Diva","Beyonce","Gold","Columbia"
2023,"Shattered","Oa.r.","1x Platinum","Atlantic"
2024,"Upside Down","Jack Johnson","1x Platinum","Universal Records"
2025,"over and over","Nelly","1x Platinum","Universal Records"
2026,"Stay","Sugarland","1x Platinum","Mercury Nashville"
2027,"Heartless","Kanye West","1x Platinum","Island/Def Jam"
2028,"Live your Life","Ti.","3x Multi-Platinum","Grand Hustle / Atlantic"
2029,"Single Ladies (Put a Ring on it)","Beyonce","1x Platinum","Music World / Columbia"
2030,"Untouched","The Veronicas","1x Platinum","Sire"
2031,"Pop Champagne","Jim Jones","Gold","Columbia"
2032,"Call Me when You're Sober","Evanescence","1x Platinum","Wind-Up Records"
2033,"Take you There","Sean Kingston","Gold","Epic"
2034,"Ring the Alarm","Beyonce","Gold","Columbia"
2035,"Deja Vu","Beyonce","Gold","Columbia"
2036,"Krazy","Pitbull","Gold","the Orchard"
2037,"Viva La Vida","Coldplay","3x Multi-Platinum","Capitol"
2038,"Suffocate","j Holiday","Gold","Capitol"
2039,"Smile","Lily Allen","Gold","Capitol"
2040,"Bed","j Holiday","Gold","Capitol"
2041,"Don't Think i Don't Think About it","Darius Rucker","Gold","Capitol Nashville"
2042,"If i Were a Boy","Beyonce","Gold","Columbia"
2043,"Love Song","Sara Bareilles","Gold","Epic"
2044,"Sweetest Girl (Dollar Bill)","Wyclef Jean","Gold","Columbia"
2045,"Crazy Train","Ozzy Osbourne","2x Multi-Platinum","Epic"
2046,"Me, Myself and i","Beyonce","Gold","Columbia"
2047,"Burn","Usher","1x Platinum","Laface"
2048,"Amber","311","Gold","Volcano"
2049,"Unwritten","Natasha Bedingfield","Gold","Epic"
2050,"In Those Jeans","Ginuwine","Gold","Columbia"
2051,"Because of you","Kelly Clarkson","Gold","Rca"
2052,"Hero/Heroine","Boys Like Girls","Gold","Columbia"
2053,"i Don't Wanna be in Love","Good Charlotte","1x Platinum","Epic"
2054,"Shake it","Metro Station","2x Multi-Platinum","Columbia"
2055,"Thunder","Boys Like Girls","Gold","Columbia"
2056,"Cyclone","Baby Bash","2x Multi-Platinum","Arista"
2057,"My Wish","Rascal Flatts","1x Platinum","Hollywood"
2058,"Shake it","Metro Station","Gold","Columbia"
2059,"Pocketful of Sunshine","Natasha Bedingfield","2x Multi-Platinum","Epic"
2060,"Lolli Lolli","Three 6 Mafia","1x Platinum","Columbia"
2061,"Pocketful of Sunshine","Natasha Bedingfield","Gold","Epic"
2062,"Out Here Grindin'","Dj Khaled","Gold","Koch"
2063,"Livin' Our Love Song","Jason Michael Carroll","Gold","Arista Nashville"
2064,"Sweet Child O' Mine","Guns N' Roses","Gold","Geffen"
2065,"Mrs. Officer","Lil Wayne","1x Platinum","Cash Money / Universal"
2066,"Time of My Life","David Cook","1x Platinum","Rca"
2067,"Touch My Body","Mariah Carey","1x Platinum","Mercury"
2068,"when you Were Young","The Killers","1x Platinum","Island/Def Jam"
2069,"The Boss","Rick Ross","1x Platinum","Island/Def Jam"
2070,"Good Life","Kanye West","1x Platinum","Island/Def Jam"
2071,"Touch My Body","Mariah Carey","1x Platinum","Island/Def Jam"
2072,"Take a Bow","Rihanna","1x Platinum","Island/Def Jam"
2073,"Gunpowder & Lead","Miranda Lambert","Gold","Columbia Nashville"
2074,"Get Silly","Vi.c.","Gold","Reprise"
2075,"a Milli","Lil Wayne","1x Platinum","Cash Money / Universal"
2076,"Lolli Lolli","Three 6 Mafia","Gold","Columbia"
2077,"Honky Tonk Badonkadonk","Trace Adkins","1x Platinum","Capitol Nashville"
2078,"Wait for you","Elliott Yamin","1x Platinum","Hickory Records"
2079,"Tattoo","Jordin Sparks","Gold","Jive"
2080,"Forever","Chris Brown","Gold","Jive"
2081,"Love in this Club","Usher","1x Platinum","Laface"
2082,"Never Too Late","Three Days Grace","Gold","Jive"
2083,"until the End of Time","Justin Timberlake","Gold","Jive"
2084,"With you","Chris Brown","2x Multi-Platinum","Jive"
2085,"Unwell","Matchbox Twenty","Gold","Atlantic"
2086,"Superstar","Lupe Fiasco","1x Platinum","Atlantic"
2087,"Damaged","Danity Kane","1x Platinum","Bad Boy"
2088,"Bust it Baby Part 2","Plies","Gold","Slip n Slide"
2089,"Sorry","Buckcherry","1x Platinum","Atlantic"
2090,"New Soul","Yael Naim","Gold","Atlantic"
2091,"What you Know","Ti.","Gold","Grand Hustle"
2092,"It's Been Awhile","Staind","Gold","Elektra"
2093,"Stricken","Disturbed","Gold","Reprise"
2094,"4 Minutes to Save the World","Madonna","2x Multi-Platinum","Warner Bros."
2095,"Tell Me Baby","Red Hot Chili Peppers","Gold","Warner Bros."
2096,"Wake Me Up when September Ends","Green Day","1x Platinum","Reprise"
2097,"Dani California","Red Hot Chili Peppers","2x Multi-Platinum","Reprise"
2098,"Helena","My Chemical Romance","Gold","Reprise"
2099,"Holiday","Green Day","1x Platinum","Reprise"
2100,"Hung Up","Madonna","1x Platinum","Reprise"
2101,"Snow","Red Hot Chili Peppers","1x Platinum","Warner Bros."
2102,"Pop Bottles","Birdman","Gold","Universal Records"
2103,"Home","Daughtry","Gold","Rca"
2104,"Jesus Take the Wheel","Carrie Underwood","1x Platinum","j Records"
2105,"Crying Out for Me","Mario","Gold","j Records"
2106,"Bleeding Love","Leona Lewis","1x Platinum","j Records"
2107,"Cyclone","Baby Bash","1x Platinum","Sony Bmg Strategic Marketing"
2108,"Like You'll Never See Me Again","Alicia Keys","1x Platinum","j Records"
2109,"you Had Me from Hello","Kenny Chesney","Gold","Bna Records Label"
2110,"She Thinks My Tractor's Sexy","Kenny Chesney","Gold","Bna Records Label"
2111,"Angelito","Don Omar","Gold","Machete Music"
2112,"Want to","Sugarland","Gold","Mercury Nashville"
2113,"He Said, She Said","Ashley Tisdale","Gold","Warner Bros."
2114,"Hips Don't Lie","Shakira","2x Multi-Platinum","Epic"
2115,"I'm so Hood","Dj Khaled","1x Platinum","Koch"
2116,"Our Song","Taylor Swift","Gold","Big Machine Records, Inc."
2117,"you Want to Make a Memory","Bon Jovi","Gold","Mercury Nashville"
2118,"Here (in your Arms)","Hellogoodbye","1x Platinum","Drive-Thru Records"
2119,"Into the Night","Santana","1x Platinum","Arista"
2120,"Piece of Me","Britney Spears","1x Platinum","Jive"
2121,"Summer Love","Justin Timberlake","1x Platinum","Jive"
2122,"Crazy Bitch","Buckcherry","2x Multi-Platinum","Atlantic"
2123,"I'm so Hood","Dj Khaled","Gold","Koch"
2124,"No Air","Jordin Sparks","1x Platinum","Zomba"
2125,"2 Step","Unk","Gold","Koch"
2126,"Love Like this","Natasha Bedingfield","1x Platinum","Epic"
2127,"Take you There","Sean Kingston","1x Platinum","Epic"
2128,"Crazy Bitch","Buckcherry","1x Platinum","Atlantic"
2129,"On the Hotline","Pretty Ricky","1x Platinum","Atlantic"
2130,"Shawty","Plies","1x Platinum","Slip n Slide  /  Atlantic"
2131,"You're Beautiful","James Blunt","2x Multi-Platinum","Atlantic"
2132,"How Far We've Come","Matchbox Twenty","1x Platinum","Atlantic"
2133,"How Far We've Come","Matchbox Twenty","1x Platinum","Atlantic"
2134,"Fidelity","Regina Spektor","Gold","Sire"
2135,"when You're Gone","Avril Lavigne","Gold","Rca Records"
2136,"Stupid Girls","P!nk","Gold","Laface"
2137,"Unwritten","Natasha Bedingfield","2x Multi-Platinum","Epic"
2138,"Sweetest Girl (Dollar Bill)","Wyclef Jean","1x Platinum","Columbia"
2139,"Like a Boy","Ciara","Gold","Laface"
2140,"over you","Daughtry","Gold","Rca Records"
2141,"Tattoo","Jordin Sparks","1x Platinum","Jive"
2142,"Gimme more","Britney Spears","1x Platinum","Jive"
2143,"Whine Up","Kat Deluna","Gold","Epic"
2144,"Lovestoned/i Think She Knows","Justin Timberlake","Gold","Jive"
2145,"Who Knew","P!nk","1x Platinum","Laface"
2146,"a Bay Bay","Hurricane Chris","1x Platinum","j Records"
2147,"Girlfriend","Avril Lavigne","2x Multi-Platinum","Rca Records"
2148,"Keep Holding on","Avril Lavigne","1x Platinum","Rca Records"
2149,"Home","Daughtry","1x Platinum","Rca Records"
2150,"Behind These Hazel Eyes","Kelly Clarkson","1x Platinum","Rca"
2151,"1985","Bowling for Soup","1x Platinum","Zomba"
2152,"White & Nerdy","""Weird Al"" Yankovic","1x Platinum","Volcano"
2153,"Pop, Lock & Drop it","Huey","1x Platinum","Jive"
2154,"Because of you","Kelly Clarkson","1x Platinum","Rca"
2155,"The Great Escape","Boys Like Girls","1x Platinum","Columbia"
2156,"i Wanna Love you","Akon","1x Platinum","Universal Motown"
2157,"Unfaithful","Rihanna","1x Platinum","Def Jam"
2158,"Bubbly","Colbie Caillat","1x Platinum","Universal Republic"
2159,"Thanks Fr Th Mmrs","Fall Out Boy","Gold","Mercury"
2160,"Smack that","Akon","2x Multi-Platinum","Universal"
2161,"Don’t Matter","Akon","1x Platinum","Universal Motown"
2162,"Make Me Better","Fabolous","1x Platinum","Def Jam"
2163,"Pop, Lock & Drop it","Huey","2x Multi-Platinum","Jive"
2164,"Amazed","Lonestar","Gold","Bna Records Label"
2165,"Bump N' Grind","r Kelly","Gold","Jive"
2166,"Alcohol","Brad Paisley","Gold","Arista Nashville"
2167,"when i See you","Fantasia","Gold","j Records"
2168,"Redneck Woman","Gretchen Wilson","1x Platinum","Epic Nashville"
2169,"Pain","Three Days Grace","Gold","Jive"
2170,"Beautiful Girls","Sean Kingston","2x Multi-Platinum","Sony Bmg Strategic Marketing"
2171,"Chop Suey!","System of a Down","Gold","Columbia"
2172,"She's Everything","Brad Paisley","Gold","Arista Nashville"
2173,"a Bay Bay","Hurricane Chris","2x Multi-Platinum","Sony Bmg Strategic Marketing"
2174,"Yo (Excuse Me Miss)","Chris Brown","1x Platinum","Jive"
2175,"Crank that (Soulja Boy)","Soulja Boy","3x Multi-Platinum","Interscope"
2176,"Lonely","Akon","1x Platinum","Universal Records"
2177,"Bubbly","Colbie Caillat","Gold","Universal Republic"
2178,"Don't Matter","Akon","3x Multi-Platinum","Universal"
2179,"Be without you","Mary j Blige","2x Multi-Platinum","Geffen"
2180,"Lips of an Angel","Hinder","3x Multi-Platinum","Universal Records"
2181,"Drop it Like It's Hot","Snoop Dogg","2x Multi-Platinum","Geffen / Star Trak"
2182,"Let it Go","Keyshia Cole","1x Platinum","Geffen"
2183,"Beautiful Girls","Sean Kingston","1x Platinum","Epic"
2184,"Nothing Left to Lose","Mat Kearney","Gold","Columbia"
2185,"Me Love","Sean Kingston","Gold","Epic"
2186,"Boston","Augustana","1x Platinum","Epic"
2187,"this Ain't a Scene, It's an Arms Race","Fall Out Boy","1x Platinum","Mercury"
2188,"Why you Wanna","Ti.","Gold","Grand Hustle"
2189,"Top Back","Ti.","Gold","Grand Hustle"
2190,"1st Time","Yung Joc","Gold","Bad Boy"
2191,"Bless the Broken Road","Rascal Flatts","1x Platinum","Lyric Street"
2192,"Shoulder Lean","Young Dro","2x Multi-Platinum","Atlantic"
2193,"Never Again","Kelly Clarkson","Gold","Rca Records"
2194,"Irreplaceable","Beyonce","2x Multi-Platinum","Columbia"
2195,"Doe Boy Fresh","Three 6 Mafia","Gold","Sony Bmg Strategic Marketing"
2196,"Girlfriend","Avril Lavigne","1x Platinum","Columbia"
2197,"Summertime","Kenny Chesney","Gold","Sony Bmg Strategic Marketing"
2198,"Cupid's Chokehold","Gym Class Heroes","1x Platinum","Atlantic"
2199,"a Public Affair","Jessica Simpson","Gold","Epic"
2200,"100 Years","Five for Fighting","1x Platinum","Aware/Columbia"
2201,"Not Ready to Make Nice","Dixie Chicks","1x Platinum","Columbia"
2202,"u & Ur Hand","P!nk","1x Platinum","Laface"
2203,"Walk it Out","Unk","1x Platinum","Big Oomp Records"
2204,"Lost without you","Robin Thicke","1x Platinum","Interscope"
2205,"Throw some D's","Rich Boy","1x Platinum","Interscope"
2206,"Life is a Highway","Rascal Flatts","1x Platinum","Lyric Street"
2207,"B.y.o.b.","System of a Down","1x Platinum","Columbia"
2208,"Poppin'","Chris Brown","Gold","Jive"
2209,"We Fly High","Jim Jones","1x Platinum","Koch"
2210,"Before He Cheats","Carrie Underwood","1x Platinum","j Records"
2211,"It's not over","Daughtry","Gold","Rca"
2212,"I'm a Flirt Remix","r Kelly","1x Platinum","Jive"
2213,"What Goes Around...comes Around","Justin Timberlake","Gold","Jive"
2214,"We Fly High","Jim Jones","1x Platinum","Big Oomp Records"
2215,"Promise","Ciara","1x Platinum","Laface"
2216,"Always be My Baby","Mariah Carey","1x Platinum","Columbia"
2217,"Ice Box","Omarion","Gold","Columbia"
2218,"White & Nerdy","""Weird Al"" Yankovic","Gold","Volcano"
2219,"La Tortura","Shakira","1x Platinum","Epic"
2220,"Say Goodbye","Chris Brown","1x Platinum","Jive"
2221,"Differences","Ginuwine","Gold","Epic"
2222,"Sexy Back","Justin Timberlake","3x Multi-Platinum","Jive"
2223,"Must be Nice","Lyfe Jennings","1x Platinum","Columbia"
2224,"Good Luck Charm","Jagged Edge","Gold","Columbia"
2225,"Gimme that","Chris Brown","Gold","Jive"
2226,"Shortie Like Mine","Bow Wow","1x Platinum","Columbia"
2227,"What Goes Around…comes Around","Justin Timberlake","1x Platinum","Zomba"
2228,"Candy Man","Christina Aguilera","Gold","Rca Records"
2229,"Make it Rain","Fat Joe","1x Platinum","Capitol"
2230,"Fireman","Lil Wayne","1x Platinum","Cash Money / Universal"
2231,"Ridin'","Chamillionaire","4x Multi-Platinum","Universal Records"
2232,"Make it Rain","Fat Joe","Gold","Capitol"
2233,"It's not over","Daughtry","1x Platinum","Rca Records"
2234,"Must be Doin' Somethin' Right","Billy Currington","Gold","Mercury Nashville"
2235,"Shortie Like Mine","Bow Wow","Gold","Columbia"
2236,"My Love","Justin Timberlake","1x Platinum","Jive/Zomba"
2237,"Sexy Back","Justin Timberlake","2x Multi-Platinum","Jive/Zomba"
2238,"Hurt","Christina Aguilera","Gold","Rca Records"
2239,"Ain't No Other Man","Christina Aguilera","1x Platinum","Rca Records"
2240,"Money Maker","Ludacris","Gold","Def Jam"
2241,"Promiscuous","Nelly Furtado","1x Platinum","Geffen"
2242,"Showstopper","Danity Kane","Gold","Bad Boy"
2243,"Temperature","Sean Paul","2x Multi-Platinum","Atlantic"
2244,"What you Know","Ti.","2x Multi-Platinum","Atlantic"
2245,"i Know you See it","Yung Joc","1x Platinum","Bad Boy"
2246,"(when you Gonna) Give it Up to Me","Sean Paul","Gold","Atlantic"
2247,"i Write Sins not Tragedies","Panic! at the Disco","Gold","Fueled by Ramen"
2248,"It's Goin' Down","Yung Joc","3x Multi-Platinum","Bad Boy"
2249,"Stay Fly","Three 6 Mafia","2x Multi-Platinum","Columbia"
2250,"Dj Play a Love Song","Jamie Foxx","Gold","j Records"
2251,"These Boots are Made for Walking","Jessica Simpson","Gold","Epic"
2252,"Ain't No Other Man","Christina Aguilera","Gold","Rca"
2253,"My Love","Justin Timberlake","1x Platinum","Jive"
2254,"S.e.x.","Lyfe Jennings","Gold","Columbia"
2255,"i Hate Everything About you","Three Days Grace","Gold","Jive"
2256,"over My Head (Cable Car)","The Fray","Gold","Epic"
2257,"Cold","Crossfade","Gold","Columbia"
2258,"Bossy","Kelis","2x Multi-Platinum","Jive"
2259,"Money Maker","Ludacris","1x Platinum","Dtp Records"
2260,"What's Left of Me","Nick Lachey","Gold","Zomba"
2261,"Yeah!","Usher","1x Platinum","Laface"
2262,"Everytime We Touch","Cascada","1x Platinum","Robbins Entertainment"
2263,"Poppin' My Collar","Three 6 Mafia","1x Platinum","Columbia"
2264,"Hustlin'","Rick Ross","1x Platinum","Def Jam"
2265,"Because i Got High","Afroman","1x Platinum","Uptown / Universal"
2266,"Why","Jason Aldean","Gold","Broken Bow"
2267,"Anything but Mine","Kenny Chesney","Gold","Bna Records Label"
2268,"My Front Porch Looking in","Lonestar","Gold","Bna Records Label"
2269,"a Real Fine Place to Start","Sara Evans","Gold","Rca Nashville"
2270,"I'm Already There","Lonestar","Gold","Bna Records Label"
2271,"Concrete Angel","Martina Mcbride","Gold","Rca Nashville"
2272,"Don't Forget About Us","Mariah Carey","Gold","Island"
2273,"We Belong Together","Mariah Carey","1x Platinum","Island"
2274,"Feel Good Inc.","Gorillaz","Gold","Virgin"
2275,"Bring 'Em Out","Ti.","Gold","Atlantic"
2276,"many Men (Wish Death)","50 Cent","Gold","Interscope"
2277,"Brass Monkey","Beastie Boys","Gold","Def Jam"
2278,"Let Me Hold you","Bow Wow","1x Platinum","Columbia"
2279,"Confessions Part Ii","Usher","Gold","Laface"
2280,"Confessions Part Ii","Usher","Gold","Laface"
2281,"There it Go (the Whistle Song)","Juelz Santana","Gold","Def Jam"
2282,"Rompe","Daddy Yankee","1x Platinum","El Cartel / Interscope"
2283,"Girl Tonight","Twista","Gold","Atlantic"
2284,"My Humps","The Black Eyed Peas","2x Multi-Platinum","A&m"
2285,"Grind with Me","Pretty Ricky","1x Platinum","Atlantic"
2286,"Let Me Love you","Mario","1x Platinum","j Records"
2287,"Since u Been Gone","Kelly Clarkson","Gold","Rca"
2288,"Baby Boy","Beyonce","1x Platinum","Columbia"
2289,"Still Tippin'","Mike Jones","1x Platinum","Warner Bros."
2290,"Turn it Up","Chamillionaire","Gold","Universal Records"
2291,"I'm a Hustla","Cassidy","1x Platinum","j Records"
2292,"Run It!","Chris Brown","1x Platinum","Jive"
2293,"Shake it Off","Mariah Carey","Gold","Island"
2294,"u Don't Know Me","Ti.","1x Platinum","Atlantic"
2295,"Love","Keyshia Cole","1x Platinum","A&m"
2296,"Grillz","Nelly","1x Platinum","Universal Records"
2297,"Just a Lil' Bit","50 Cent","1x Platinum","Aftermath  /  Interscope"
2298,"Crazy in Love","Beyonce","Gold","Columbia"
2299,"Back then","Mike Jones","1x Platinum","Warner Bros."
2300,"Like you","Bow Wow","1x Platinum","Columbia"
2301,"Sittin' Sidewayz","Paul Wall","Gold","Atlantic"
2302,"Sugar, We're Goin Down","Fall Out Boy","Gold","Island"
2303,"Freek-a-Leek","Petey Pablo","1x Platinum","Jive"
2304,"Milkshake","Kelis","Gold","Jive"
2305,"when I'm Gone","Eminem","Gold","Shady / Aftermath / Interscope"
2306,"Check on it","Beyonce","1x Platinum","Columbia"
2307,"Give Me that","Webbie","Gold","Atlantic"
2308,"Damn!","Youngbloodz","Gold","Laface"
2309,"Down with the Sickness","Disturbed","Gold","Warner Bros."
2310,"Fresh Azimiz","Bow Wow","Gold","Columbia"
2311,"Get Right","Jennifer Lopez","Gold","Epic"
2312,"Knuck if you Buck","Crime Mob","1x Platinum","Reprise"
2313,"Dangerously in Love Pt. 2","Beyonce","Gold","Columbia"
2314,"How We Do","The Game","Gold","Aftermath  /  Interscope"
2315,"Unpredictable","Jamie Foxx","1x Platinum","j Records"
2316,"Sugar (Gimme some)","Trick Daddy","Gold","Atlantic"
2317,"Game over (Flip)","Lil' Flip","Gold","Columbia"
2318,"P.i.m.p.","50 Cent","Gold","Interscope"
2319,"Sunshine","Lil' Flip","Gold","Columbia"
2320,"1 Thing","Amerie","Gold","Columbia"
2321,"i Think They Like Me","Dem Franchize Boyz","Gold","Virgin"
2322,"Ms. New Booty","Bubba Sparxxx","Gold","Virgin"
2323,"Locked Up","Akon","Gold","Universal Records"
2324,"Gold Digger","Kanye West","1x Platinum","Roc-a-Fella"
2325,"Here We Go","Trina","Gold","Atlantic"
2326,"some Cut","Trillville","1x Platinum","Warner Bros."
2327,"Window Shopper","50 Cent","Gold","Interscope"
2328,"The Reason","Hoobastank","Gold","Island"
2329,"In Da Club","50 Cent","Gold","Interscope"
2330,"Touch it","Busta Rhymes","Gold","Aftermath  /  Interscope"
2331,"Sos","Rihanna","Gold","Def Jam"
2332,"o","Omarion","Gold","Epic"
2333,"Candy Shop","50 Cent","1x Platinum","Interscope"
2334,"Obsession","Frankie j","1x Platinum","Columbia"
2335,"Boulevard of Broken Dreams","Green Day","Gold","Reprise"
2336,"Lean Wit It, Rock Wit it","Dem Franchize Boyz","1x Platinum","Virgin"
2337,"Disco Inferno","50 Cent","Gold","Aftermath  /  Interscope"
2338,"We be Burnin'","Sean Paul","Gold","Atlantic"
2339,"Hollaback Girl","Gwen Stefani","1x Platinum","Interscope"
2340,"If i Ain't Got you","Alicia Keys","Gold","j Records"
2341,"Rodeo","Juvenile","Gold","Atlantic"
2342,"Get Back","Ludacris","Gold","Def Jam"
2343,"Asap","Ti.","Gold","Atlantic"
2344,"Toxic","Britney Spears","Gold","Jive"
2345,"Ridin'","Chamillionaire","Gold","Universal Records"
2346,"Just Might (Make Me Believe)","Sugarland","Gold","Mercury Nashville"
2347,"Get the Party Started","P!nk","Gold","Laface"
2348,"Ms.  Jackson","Outkast","Gold","Laface"
2349,"Thank you","Dido","Gold","Arista"
2350,"Isn't She Lovely","Stevie Wonder","Gold","Motown"
2351,"Errtime","Nelly","Gold","Universal Records"
2352,"Fireman","Lil Wayne","Gold","Cash Money / Universal"
2353,"Better Together","Jack Johnson","Gold","Universal Records"
2354,"The News","Jack Johnson","Gold","Universal Records"
2355,"Flap your Wings","Nelly","Gold","Universal Records"
2356,"Nasty Girl","Nitty","Gold","Universal Records"
2357,"i Stand Alone","Godsmack","Gold","Universal Records"
2358,"How to Deal","Frankie j","Gold","Columbia"
2359,"Goodbye My Lover","James Blunt","Gold","Atlantic"
2360,"Girl Next Door","Saving Jane","Gold","Toucan Cove"
2361,"Beautiful Love","The Afters","Gold","Ino/Epic"
2362,"Poppin' My Collar","Three 6 Mafia","Gold","Columbia"
2363,"Redneck Yacht Club","Craig Morgan","Gold","Broken Bow"
2364,"Better Days","Goo Goo Dolls","Gold","Warner Bros."
2365,"Back then","Mike Jones","Gold","Warner Bros. / Swishahouse"
2366,"Doa","Foo Fighters","Gold","Rca"
2367,"We Belong Together","Gavin Degraw","Gold","j Records"
2368,"a Little less Conversation","Elvis Presley","Gold","Rca"
2369,"Walk Away","Kelly Clarkson","Gold","Rca"
2370,"Fallin'","Alicia Keys","Gold","j Records"
2371,"Invisible","Clay Aiken","Gold","Rca"
2372,"Sk8er Boi","Avril Lavigne","Gold","Rca"
2373,"Fighter","Christina Aguilera","Gold","Rca"
2374,"Beautiful","Christina Aguilera","Gold","Rca"
2375,"I'm with you","Avril Lavigne","Gold","Rca"
2376,"For you i will (Confidence)","Teddy Geiger","Gold","Columbia"
2377,"King without a Crown","Matisyahu","Gold","Epic"
2378,"all Jacked Up","Gretchen Wilson","Gold","Epic Nashville"
2379,"Ocean Breathes Salty","Modest Mouse","Gold","Epic"
2380,"Fresh Azimiz","Bow Wow","Gold","Sony Urban / Columbia"
2381,"The Boys of Summer","The Ataris","Gold","Columbia"
2382,"Chop Suey!","System of a Down","Gold","American"
2383,"Like you","Bow Wow","Gold","Sony Urban / Columbia"
2384,"Landslide","Dixie Chicks","Gold","Monument / Columbia"
2385,"Tequila Makes Her Clothes Fall Off","Joe Nichols","Gold","Universal South"
2386,"Heard 'Em Say","Kanye West","Gold","Def Jam"
2387,"Skin (Sarabeth)","Rascal Flatts","Gold","Lyric Street"
