,Name,Artist,Features,Streams,Week
1566,JAPAN,Famous Dex,,1877323,2018-12-14
1567,REEL IT IN,Aminé,,1877140,2018-12-14
1568,Do You Hear What I Hear?,Bing Crosby,,1875919,2018-12-14
1569,Close Friends (Lil Baby & Gunna),Lil Baby,,1875602,2018-12-14
1570,Murder On My Mind,YNW Melly,,1874575,2018-12-14
1571,Walk,Comethazine,,1870161,2018-12-14
1572,Black & White,Juice WRLD,,1869359,2018-12-14
1573,Praise The Lord (Da Shine) ,A$AP Rocky,Skepta,1854280,2018-12-14
1574,"Baby, It's Cold Outside",Dean Martin,,1838417,2018-12-14
1575,Joy To The World,Nat King Cole,,1828633,2018-12-14
1576,you should see me in a crown,Billie Eilish,,1794052,2018-12-14
1577,Location,Khalid,,1793515,2018-12-14
1578,Mona Lisa ,Lil Wayne,Kendrick Lamar,1785242,2018-12-14
1579,Let You Down,NF,,1785034,2018-12-14
1580,Red Roses ,Lil Skies,Landon Cube,1783734,2018-12-14
1581,Kamikaze,Lil Mosey,,1781235,2018-12-14
1582,Jingle Bell Rock - Daryl's Version,"Daryl Hall, John Oates",,1779385,2018-12-14
1583,OTW,Khalid,,1767565,2018-12-14
1584,Walk It Talk It,Migos,,1758758,2018-12-14
1585,BUTTERFLY EFFECT,Travis Scott,,1755849,2018-12-14
1586,Mistletoe And Holly - Remastered 1999,Frank Sinatra,,1738000,2018-12-14
1587,Stir Fry,Migos,,1731616,2018-12-14
1588,Testimony,Kodak Black,,1711404,2018-12-14
1589,Sweet but Psycho,Ava Max,,1707983,2018-12-14
1590,PICK IT UP ,Famous Dex,A$AP Rocky,1705019,2018-12-14
1591,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,1701962,2018-12-14
1592,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,,1700569,2018-12-14
1593,It's Not Living (If It's Not With You),The 1975,,1692266,2018-12-14
1594,Bounce Out With That,YBN Nahmir,,1690560,2018-12-14
1595,This Feeling ,The Chainsmokers,Kelsea Ballerini,1682832,2018-12-14
1596,SICKO MODE - Skrillex Remix,Travis Scott,,1678166,2018-12-14
1597,Legends,Juice WRLD,,1669726,2018-12-14
1598,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,,1666611,2018-12-14
1599,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,,11348989,2018-12-28
1600,"thank u, next",Ariana Grande,,9226168,2018-12-28
1601,SICKO MODE,Travis Scott,,9158408,2018-12-28
1602,All I Want for Christmas Is You,Mariah Carey,,9011581,2018-12-28
1603,Going Bad ,Meek Mill,Drake,8773127,2018-12-28
1604,Drip Too Hard (Lil Baby & Gunna),Lil Baby,,8715630,2018-12-28
1605,Wow.,Post Malone,,8254924,2018-12-28
1606,ZEZE ,Kodak Black,"Travis Scott, Offset",8168525,2018-12-28
1607,a lot,21 Savage,,8021330,2018-12-28
1608,Rockin' Around The Christmas Tree,Brenda Lee,,7906671,2018-12-28
1609,Mo Bamba,Sheck Wes,,7849377,2018-12-28
1610,Jingle Bell Rock,Bobby Helms,,7722902,2018-12-28
1611,Without Me,Halsey,,7412009,2018-12-28
1612,It's the Most Wonderful Time of the Year,Andy Williams,,7062102,2018-12-28
1613,Santa Tell Me,Ariana Grande,,6855213,2018-12-28
1614,Last Christmas,Wham!,,6398797,2018-12-28
1615,monster,21 Savage,,6121817,2018-12-28
1616,Leave Me Alone,Flipp Dinero,,5995586,2018-12-28
1617,It's Beginning to Look a Lot Like Christmas,Michael Bublé,,5732509,2018-12-28
1618,all my friends,21 Savage,,5616199,2018-12-28
1619,Lucid Dreams,Juice WRLD,,5602844,2018-12-28
1620,Do They Know It's Christmas? - 1984 Version,Band Aid,,5516090,2018-12-28
1621,A Holly Jolly Christmas - Single Version,Burl Ives,,5470734,2018-12-28
1622,The Christmas Song (Merry Christmas To You),Nat King Cole,,5402082,2018-12-28
1623,Wake Up in the Sky,Gucci Mane,,5340216,2018-12-28
1624,imagine,Ariana Grande,,5205506,2018-12-28
1625,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,,5196078,2018-12-28
1626,Let It Snow! Let It Snow! Let It Snow! ,"Frank Sinatra, The B. Swanson Quartet, The B. Swanson Quartet",,5078642,2018-12-28
1627,Startender ,A Boogie Wit da Hoodie,Offset and Tyga,4972529,2018-12-28
1628,SAD!,XXXTENTACION,,4930103,2018-12-28
1629,White Christmas,Bing Crosby,,4905843,2018-12-28
1630,Mistletoe,Justin Bieber,,4796595,2018-12-28
1631,whoa (mind in awe),XXXTENTACION,,4754825,2018-12-28
1632,Money,Cardi B,,4674596,2018-12-28
1633,BAD!,XXXTENTACION,,4559371,2018-12-28
1634,Look Back At It,A Boogie Wit da Hoodie,,4549675,2018-12-28
1635,It's Beginning to Look a Lot Like Christmas ,"Perry Como, Mitchell Ayres, His Orchestra, Mitchell Ayres, His Orchestra",,4471858,2018-12-28
1636,Happy Xmas (War Is Over) - Remastered,John Lennon,,4436701,2018-12-28
1637,Better Now,Post Malone,,4412346,2018-12-28
1638,Happier,Marshmello,,4384016,2018-12-28
1639,Moonlight,XXXTENTACION,,4376153,2018-12-28
1640,Feliz Navidad,José Feliciano,,4263135,2018-12-28
1641,Armed And Dangerous,Juice WRLD,,4184185,2018-12-28
1642,Blue Christmas,Elvis Presley,,4143284,2018-12-28
1643,can't leave without it,21 Savage,,4129975,2018-12-28
1644,Nonstop,Drake,,4001407,2018-12-28
1645,Better,Khalid,,3908151,2018-12-28
1646,when the party's over,Billie Eilish,,3894519,2018-12-28
1647,MIA ,Bad Bunny,Drake,3868523,2018-12-28
1648,"Baby, It's Cold Outside ",Brett Eldredge,Meghan Trainor,3814791,2018-12-28
1649,Run Rudolph Run - Single Version,Chuck Berry,,3814018,2018-12-28
1650,1.5,21 Savage,,3793541,2018-12-28
1651,Holly Jolly Christmas,Michael Bublé,,3784654,2018-12-28
1652,Demons and Angels ,A Boogie Wit da Hoodie,Juice WRLD,3779788,2018-12-28
1653,Underneath the Tree,Kelly Clarkson,,3764018,2018-12-28
1654,break da law,21 Savage,,3755122,2018-12-28
1655,Arms Around You ,XXXTENTACION,"Maluma, Swae Lee",3696368,2018-12-28
1656,Have Yourself A Merry Little Christmas,Sam Smith,,3647682,2018-12-28
1657,Eastside ,"benny blanco, Halsey, Khalid, Halsey, Khalid",,3593886,2018-12-28
1658,Sleigh Ride,The Ronettes,,3593663,2018-12-28
1659,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,,3592765,2018-12-28
1660,Taki Taki ,"DJ Snake, Selena Gomez, Ozuna, Cardi B, Selena Gomez, Ozuna, Cardi B",,3571257,2018-12-28
1661,KIKA,6ix9ine,,3545497,2018-12-28
1662,asmr,21 Savage,,3539804,2018-12-28
1663,Jocelyn Flores,XXXTENTACION,,3520457,2018-12-28
1664,Saturday Nights,Khalid,,3503898,2018-12-28
1665,High Hopes,Panic! At The Disco,,3464337,2018-12-28
1666,gun smoke,21 Savage,,3463956,2018-12-28
1667,Taste ,Tyga,Offset,3444117,2018-12-28
1668,FEFE,6ix9ine,,3388876,2018-12-28
1669,ball w/o you,21 Savage,,3382025,2018-12-28
1670,out for the night,21 Savage,,3357717,2018-12-28
1671,I Like It,Cardi B,,3335633,2018-12-28
1672,Nuketown ,Ski Mask The Slump God,Juice WRLD,3296116,2018-12-28
1673,Christmas (Baby Please Come Home),Mariah Carey,,3290853,2018-12-28
1674,Yes Indeed,Lil Baby,,3261742,2018-12-28
1675,lovely,Billie Eilish,,3187187,2018-12-28
1676,Winter Wonderland,Bing Crosby,,3185177,2018-12-28
1677,Swervin ,A Boogie Wit da Hoodie,6ix9ine,3097747,2018-12-28
1678,Santa Baby,Ariana Grande,,3071413,2018-12-28
1679,Fine China,Future,,3031771,2018-12-28
1680,rockstar ,Post Malone,21 Savage,3017550,2018-12-28
1681,Calling My Spirit,Kodak Black,,3000650,2018-12-28
1682,Psycho ,Post Malone,Ty Dolla $ign,2996242,2018-12-28
1683,Santa Baby ,"Eartha Kitt, Henri René, His Orchestra, Henri René, His Orchestra",,2994947,2018-12-28
1684,Santa Claus Is Coming to Town,Michael Bublé,,2992930,2018-12-28
1685,I Fall Apart,Post Malone,,2951634,2018-12-28
1686,Fuck Love ,XXXTENTACION,Trippie Redd,2931020,2018-12-28
1687,a&t,21 Savage,,2920007,2018-12-28
1688,YOSEMITE,Travis Scott,,2918589,2018-12-28
1689,Do You Hear What I Hear?,Bing Crosby,,2914152,2018-12-28
1690,idontwannabeyouanymore,Billie Eilish,,2913521,2018-12-28
1691,God's Plan,Drake,,2909202,2018-12-28
1692,Joy To The World,Nat King Cole,,2864758,2018-12-28
1693,Carol of the Bells,Mykola Dmytrovych Leontovych,,2842946,2018-12-28
1694,Topanga,Trippie Redd,,2839675,2018-12-28
1695,"Never Recover (Lil Baby & Gunna, Drake)",Lil Baby,,2836854,2018-12-28
1696,All Girls Are The Same,Juice WRLD,,2808269,2018-12-28
1697,"Baby, It's Cold Outside",Dean Martin,,2781582,2018-12-28
1698,Jingle Bell Rock - Daryl's Version,"Daryl Hall, John Oates",,2779605,2018-12-28
1699,Splashin,Rich The Kid,,2763746,2018-12-28
1700,Mistletoe And Holly - Remastered 1999,Frank Sinatra,,2713903,2018-12-28
1701,In My Feelings,Drake,,2701511,2018-12-28
1702,Roses ,"benny blanco, Juice WRLD feat. Brendon Urie, Juice WRLD",Brendon Urie,2691267,2018-12-28
1703,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,,2665120,2018-12-28
1704,Nothing Breaks Like a Heart ,Mark Ronson,Miley Cyrus,2664199,2018-12-28
1705,10 Freaky Girls ,"Metro Boomin, 21 Savage, 21 Savage",,2650186,2018-12-28
1706,changes,XXXTENTACION,,2634789,2018-12-28
1707,Space Cadet ,Metro Boomin,Gunna,2633826,2018-12-28
1708,Solo de Mi,Bad Bunny,,2592190,2018-12-28
1709,Look Alive ,BlocBoy JB,Drake,2551119,2018-12-28
1710,Noticed,Lil Mosey,,2548055,2018-12-28
1711,Falling Down - Bonus Track,Lil Peep,,2533351,2018-12-28
1712,No Stylist,French Montana,,2522930,2018-12-28
1713,Lean Wit Me,Juice WRLD,,2522543,2018-12-28
1714,Winter Wonderland,Tony Bennett,,2518717,2018-12-28
1715,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,,2517839,2018-12-28
1716,Bad Liar,Imagine Dragons,,2508585,2018-12-28
1717,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,2486932,2018-12-28
1718,BIG BANK ,YG,"2 Chainz, Big Sean, Nicki Minaj",2468525,2018-12-28
1719,MoshPit ,Kodak Black,Juice WRLD,2458116,2018-12-28
1720,breathin,Ariana Grande,,2435276,2018-12-28
1721,Youngblood,5 Seconds of Summer,,2417864,2018-12-28
1722,4L,21 Savage,,2399861,2018-12-28
1723,Beautiful ,Bazzi,Camila Cabello,2392071,2018-12-28
1724,What Christmas Means To Me,Stevie Wonder,,2390465,2018-12-28
1725,Close To Me ,"Ellie Goulding, Diplo) (feat. Swae Lee, Diplo) (feat. Swae Lee",,2355053,2018-12-28
1726,TIC TOC,6ix9ine,,2351165,2018-12-28
1727,Little Saint Nick - 1991 Remix,The Beach Boys,,2340611,2018-12-28
1728,Sleigh Ride,Carpenters,,2340306,2018-12-28
1729,Santa Claus Is Coming To Town,The Jackson 5,,2338387,2018-12-28
1730,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",Thurl Ravenscroft,,2327335,2018-12-28
1731,XO TOUR Llif3,Lil Uzi Vert,,2315946,2018-12-28
1732,Mele Kalikimaka (Merry Christmas),Bing Crosby,,2308499,2018-12-28
1733,Ric Flair Drip (& Metro Boomin),Offset,,2296886,2018-12-28
1734,Rudolph The Red-Nosed Reindeer,Burl Ives,,2290091,2018-12-28
1735,Everybody Dies In Their Nightmares,XXXTENTACION,,2263028,2018-12-28
1736,Sweet but Psycho,Ava Max,,2222305,2018-12-28
1737,pad lock,21 Savage,,2214199,2018-12-28
1738,Hallelujah,Pentatonix,,2207953,2018-12-28
1739,"Merry Christmas, Happy Holidays",*NSYNC,,2203998,2018-12-28
1740,1400 / 999 Freestyle,Trippie Redd,,2201527,2018-12-28
1741,Bohemian Rhapsody - Remastered 2011,Queen,,2198373,2018-12-28
1742,Silver Bells,Dean Martin,,2196785,2018-12-28
1743,God is a woman,Ariana Grande,,2175951,2018-12-28
1744,no tears left to cry,Ariana Grande,,2168916,2018-12-28
1745,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,,2166182,2018-12-28
1746,letter 2 my momma,21 Savage,,2150137,2018-12-28
1747,Girls Like You ,Maroon 5,Cardi B,2138325,2018-12-28
1748,I Love It (& Lil Pump),Kanye West,,2134560,2018-12-28
1749,Shallow,Lady Gaga,,2129322,2018-12-28
1750,STARGAZING,Travis Scott,,2127489,2018-12-28
1751,My Only Wish (This Year),Britney Spears,,2120808,2018-12-28
1752,Nice For What,Drake,,2117862,2018-12-28
1753,MAMA,6ix9ine,,2114663,2018-12-28
1754,Best Part ,H.E.R.,Daniel Caesar,2106049,2018-12-28
1755,good day,21 Savage,,2087050,2018-12-28
1756,Plug Walk,Rich The Kid,,2080016,2018-12-28
1757,Congratulations,Post Malone,,2064724,2018-12-28
1758,Pure Cocaine,Lil Baby,,2011922,2018-12-28
1759,Lucky You ,Eminem,Joyner Lucas,2004380,2018-12-28
1760,ocean eyes,Billie Eilish,,1996530,2018-12-28
1761,Familia ,"Nicki Minaj, Anuel Aa, feat. Bantu, Anuel Aa,",Bantu,1990796,2018-12-28
1762,bellyache,Billie Eilish,,1985790,2018-12-28
1763,Fairytale of New York ,The Pogues,Kirsty MacColl,1977495,2018-12-28
1764,Love Lies ,"Khalid, Normani, Normani",,1976890,2018-12-28
1765,Speechless,Dan + Shay,,1963426,2018-12-28
1766,Rudolph The Red-Nosed Reindeer,Dean Martin,,1962047,2018-12-28
1767,Love Drugs and Sex,A Boogie Wit da Hoodie,,1959193,2018-12-28
1768,You Make It Feel Like Christmas ,Gwen Stefani,Blake Shelton,1951073,2018-12-28
1769,The First Noel - Remastered 1999,Frank Sinatra,,1937929,2018-12-28
1770,Hide ,Juice WRLD,Seezyn,1936216,2018-12-28
1771,Don't Come Out The House ,"Metro Boomin, 21 Savage, 21 Savage",,1935955,2018-12-28
1772,goosebumps,Travis Scott,,1932887,2018-12-28
1773,Wasted ,Juice WRLD,Lil Uzi Vert,1928464,2018-12-28
1774,New Patek,Lil Uzi Vert,,1905949,2018-12-28
1775,Meant to Be ,Bebe Rexha,Florida Georgia Line,1900006,2018-12-28
1776,Christmas (Baby Please Come Home),Darlene Love,,1898614,2018-12-28
1777,Trip,Ella Mai,,1896421,2018-12-28
1778,Look At Me!,XXXTENTACION,,1893439,2018-12-28
1779,Mine,Bazzi,,1888273,2018-12-28
1780,Lust,Lil Skies,,1885456,2018-12-28
1781,WAKA,6ix9ine,,1884737,2018-12-28
1782,Candy Paint,Post Malone,,1883895,2018-12-28
1783,I'll Be Home,Meghan Trainor,,1882042,2018-12-28
1784,Ruin My Life,Zara Larsson,,1881210,2018-12-28
1785,Natural,Imagine Dragons,,1874937,2018-12-28
1786,I'll Be Home for Christmas,Michael Bublé,,1865760,2018-12-28
1787,Hope,XXXTENTACION,,1864712,2018-12-28
1788,Uproar,Lil Wayne,,1854130,2018-12-28
1789,In My Head,Peter Manos,,1843379,2018-12-28
1790,The Little Drummer Boy,Bing Crosby,,1835774,2018-12-28
1791,Jingle Bells - Remastered 1999,Frank Sinatra,,1834792,2018-12-28
1792,Christmas Lights,Coldplay,,1823653,2018-12-28
1793,Driving Home for Christmas,Chris Rea,,1822180,2018-12-28
1794,Murder On My Mind,YNW Melly,,1820631,2018-12-28
1795,Be Alright,Dean Lewis,,1815988,2018-12-28
1796,WORKIN ME,Quavo,,1811141,2018-12-28
1797,Te Boté - Remix,Nio Garcia,,1807563,2018-12-28
1798,I Saw Mommy Kissing Santa Claus,The Jackson 5,,1798617,2018-12-28
1799,Bank Account,21 Savage,,8174720,2017-08-18
1800,Unforgettable,French Montana,,7785427,2017-08-18
1801,XO TOUR Llif3,Lil Uzi Vert,,7630397,2017-08-18
1802,Wild Thoughts ,DJ Khaled,"Rihanna, Bryson Tiller",6971940,2017-08-18
1803,Despacito - Remix,Luis Fonsi,,6624185,2017-08-18
1804,HUMBLE.,Kendrick Lamar,,6226986,2017-08-18
1805,I'm the One ,DJ Khaled,"Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",5696920,2017-08-18
1806,Mi Gente,J Balvin,,5650429,2017-08-18
1807,Sorry Not Sorry,Demi Lovato,,5292303,2017-08-18
1808,Congratulations,Post Malone,,5256395,2017-08-18
1809,Bodak Yellow,Cardi B,,5226017,2017-08-18
1810,Young Dumb & Broke,Khalid,,5049970,2017-08-18
1811,Strip That Down,Liam Payne,,5011841,2017-08-18
1812,Feels,Calvin Harris,,4968755,2017-08-18
1813,BUTTERFLY EFFECT,Travis Scott,,4917246,2017-08-18
1814,Location,Khalid,,4914628,2017-08-18
1815,Praying,Kesha,,4723951,2017-08-18
1816,Redbone,Childish Gambino,,4695769,2017-08-18
1817,Silence,Marshmello,,4626716,2017-08-18
1818,Attention,Charlie Puth,,4361207,2017-08-18
1819,1-800-273-8255,Logic,,4140975,2017-08-18
1820,Believer,Imagine Dragons,,4058131,2017-08-18
1821,Feel It Still,Portugal. The Man,,4010416,2017-08-18
1822,Magnolia,Playboi Carti,,4010269,2017-08-18
1823,goosebumps,Travis Scott,,3970238,2017-08-18
1824,Love Galore ,SZA,Travis Scott,3956828,2017-08-18
1825,Slippery ,Migos,Gucci Mane,3882840,2017-08-18
1826,DNA.,Kendrick Lamar,,3855926,2017-08-18
1827,Back to You ,Louis Tomlinson,"Bebe Rexha, Digital Farm Animals",3801459,2017-08-18
1828,Body Like A Back Road,Sam Hunt,,3760335,2017-08-18
1829,Glorious ,Macklemore,Skylar Grey,3727083,2017-08-18
1830,2U ,David Guetta,Justin Bieber,3686669,2017-08-18
1831,New Rules,Dua Lipa,,3613818,2017-08-18
1832,Slow Hands,Niall Horan,,3598388,2017-08-18
1833,Fetish ,Selena Gomez,Gucci Mane,3586649,2017-08-18
1834,Thunder,Imagine Dragons,,3532156,2017-08-18
1835,Mask Off,Future,,3494771,2017-08-18
1836,Slide,Calvin Harris,,3402034,2017-08-18
1837,That's What I Like,Bruno Mars,,3378141,2017-08-18
1838,I Like Me Better,Lauv,,3300228,2017-08-18
1839,There's Nothing Holdin' Me Back,Shawn Mendes,,3297704,2017-08-18
1840,LOVE. FEAT. ZACARI.,Kendrick Lamar,,3289301,2017-08-18
1841,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,,3268875,2017-08-18
1842,It's A Vibe,2 Chainz,,3263522,2017-08-18
1843,Rake It Up,Yo Gotti,,3189308,2017-08-18
1844,Perplexing Pegasus,Rae Sremmurd,,3186548,2017-08-18
1845,Drowning ,A Boogie Wit da Hoodie,Kodak Black,3173574,2017-08-18
1846,Shape of You,Ed Sheeran,,3168076,2017-08-18
1847,Signs,Drake,,3042602,2017-08-18
1848,4 AM,2 Chainz,,2865754,2017-08-18
1849,Havana,Camila Cabello,,2836984,2017-08-18
1850,Stay ,"Zedd, Alessia Cara, Alessia Cara",,2537793,2017-08-18
1851,Passionfruit,Drake,,2482189,2017-08-18
1852,Now Or Never,Halsey,,2477813,2017-08-18
1853,iSpy ,KYLE,Lil Yachty,2477108,2017-08-18
1854,Would You Ever,Skrillex,,2421088,2017-08-18
1855,Bad Liar,Selena Gomez,,2394511,2017-08-18
1856,Lonely Together ,Avicii,Rita Ora,2388289,2017-08-18
1857,No Complaints,Metro Boomin,,2381708,2017-08-18
1858,Rollin,Calvin Harris,,2295036,2017-08-18
1859,Most Girls,Hailee Steinfeld,,2251534,2017-08-18
1860,More Than You Know,Axwell /\ Ingrosso,,2188562,2017-08-18
1861,Something Just Like This,The Chainsmokers,,2184255,2017-08-18
1862,Rich Love ,"OneRepublic, Seeb, Seeb",,2119094,2017-08-18
1863,Bounce Back,Big Sean,,2111877,2017-08-18
1864,Bad and Boujee ,Migos,Lil Uzi Vert,2088214,2017-08-18
1865,Unforgettable,Thomas Rhett,,2040444,2017-08-18
1866,Say You Won't Let Go,James Arthur,,2036303,2017-08-18
1867,Tunnel Vision,Kodak Black,,2024498,2017-08-18
1868,Without You ,Avicii,Sandro Cavazza,2016784,2017-08-18
1869,OMG,Camila Cabello,,2012349,2017-08-18
1870,Closer,The Chainsmokers,,2003552,2017-08-18
1871,do re mi,blackbear,,1992250,2017-08-18
1872,There for You,Martin Garrix,,1981093,2017-08-18
1873,do re mi ,blackbear,Gucci Mane,1960457,2017-08-18
1874,wokeuplikethis*,Playboi Carti,,1942038,2017-08-18
1875,Issues,Julia Michaels,,1940632,2017-08-18
1876,Marmalade ,Macklemore,Lil Yachty,1937558,2017-08-18
1877,Despacito (Featuring Daddy Yankee),Luis Fonsi,,1926922,2017-08-18
1878,Ex Calling,6LACK,,1926349,2017-08-18
1879,Mama,Jonas Blue,,1898884,2017-08-18
1880,Numb,21 Savage,,1888992,2017-08-18
1881,Swang,Rae Sremmurd,,1887926,2017-08-18
1882,T-Shirt,Migos,,1886770,2017-08-18
1883,Portland,Drake,,1885837,2017-08-18
1884,No Promises ,Cheat Codes,Demi Lovato,1852225,2017-08-18
1885,Broccoli ,DRAM,Lil Yachty,1834994,2017-08-18
1886,Caroline,Aminé,,1827640,2017-08-18
1887,It Ain't Me ,"Kygo, Selena Gomez, Selena Gomez",,1776355,2017-08-18
1888,Small Town Boy,Dustin Lynch,,1767240,2017-08-18
1889,What Ifs,Kane Brown,,1740401,2017-08-18
1890,Fake Love,Drake,,1736485,2017-08-18
1891,Starboy,The Weeknd,,1735814,2017-08-18
1892,Down,Fifth Harmony,,1735485,2017-08-18
1893,ELEMENT.,Kendrick Lamar,,1733936,2017-08-18
1894,Your Song,Rita Ora,,1732990,2017-08-18
1895,Swalla ,Jason Derulo,"Nicki Minaj, Ty Dolla $ign",1732897,2017-08-18
1896,Felices los 4,Maluma,,1718433,2017-08-18
1897,Look At Me!,XXXTENTACION,,1688869,2017-08-18
1898,Know No Better ,Major Lazer,"Travis Scott, Camila Cabello, Quavo",1651712,2017-08-18
1899,Everyday We Lit ,YFN Lucci,PnB Rock,1648606,2017-08-18
1900,Relationship ,Young Thug,Future,1641711,2017-08-18
1901,First Day Out,Tee Grizzley,,1638768,2017-08-18
1902,Go Flex,Post Malone,,1637886,2017-08-18
1903,pick up the phone,Young Thug,,1632755,2017-08-18
1904,White Iverson,Post Malone,,1632361,2017-08-18
1905,Hurricane,Luke Combs,,1622607,2017-08-18
1906,Learn To Let Go,Kesha,,1621509,2017-08-18
1907,What About Us,P!nk,,1592013,2017-08-18
1908,beibs in the trap,Travis Scott,,1580560,2017-08-18
1909,Met Gala ,Gucci Mane,Offset,1577580,2017-08-18
1910,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",1572291,2017-08-18
1911,Losin Control,Russ,,1553631,2017-08-18
1912,The Weekend,SZA,,1544741,2017-08-18
1913,Why,Sabrina Carpenter,,1540018,2017-08-18
1914,Hymn,Kesha,,1538509,2017-08-18
1915,Reminder - Remix,The Weeknd,,1532642,2017-08-18
1916,Rolex,"Ayo, Teo",,1530120,2017-08-18
1917,Money Longer,Lil Uzi Vert,,1526873,2017-08-18
1918,Malibu,Miley Cyrus,,1516976,2017-08-18
1919,PRBLMS,6LACK,,1509862,2017-08-18
1920,One Dance,Drake,,1496577,2017-08-18
1921,X ,21 Savage,Future,1494923,2017-08-18
1922,No Role Modelz,J. Cole,,1487483,2017-08-18
1923,Candy Paint,Post Malone,,1482236,2017-08-18
1924,Craving You,Thomas Rhett,,1474402,2017-08-18
1925,Woman,Kesha,,1467381,2017-08-18
1926,Heartache On The Dance Floor,Jon Pardi,,1466242,2017-08-18
1927,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,,1465434,2017-08-18
1928,Who Dat Boy,"Tyler, The Creator",,1432427,2017-08-18
1929,Escápate Conmigo,Wisin,,1431732,2017-08-18
1930,Gyalchester,Drake,,1414377,2017-08-18
1931,Get Low ,"Zedd, Liam Payne, Liam Payne",,1400682,2017-08-18
1932,What They Want,Russ,,1398240,2017-08-18
1933,RAF,A$AP Mob,,1395840,2017-08-18
1934,Neighbors,J. Cole,,1390917,2017-08-18
1935,Saved,Khalid,,1383637,2017-08-18
1936,In Case You Didn't Know,Brett Young,,1381706,2017-08-18
1937,Audi.,Smokepurpp,,1380239,2017-08-18
1938,All My Love ,Cash Cash,Conor Maynard,1374376,2017-08-18
1939,Super Far,LANY,,1369663,2017-08-18
1940,Myself,NAV,,1354965,2017-08-18
1941,Tone It Down ,Gucci Mane,Chris Brown,1337878,2017-08-18
1942,You Was Right,Lil Uzi Vert,,1324153,2017-08-18
1943,Two High,Moon Taxi,,1320987,2017-08-18
1944,24K Magic,Bruno Mars,,1315723,2017-08-18
1945,8TEEN,Khalid,,1313174,2017-08-18
1946,I Feel It Coming,The Weeknd,,1308029,2017-08-18
1947,Castle on the Hill,Ed Sheeran,,1299119,2017-08-18
1948,Something New ,Wiz Khalifa,Ty Dolla $ign,1294368,2017-08-18
